선수,연도,팀,연봉(만원),WAR
한동희,2022,롯데,"17,200",2.14
최준용,2022,롯데,"10,700",1.28
문경찬,2022,롯데,"9,000",-0.13
이인복,2022,롯데,"8,500",3.48
서준원,2022,롯데,"8,400",1.14
강윤구,2022,롯데,"7,300",0.04
이학주,2022,롯데,"7,000",-0.61
진명호,2022,롯데,"6,500",-0.09
김대우,2022,롯데,"6,500",-0.07
추재현,2022,롯데,"6,400",-0.23
안중열,2022,롯데,"6,400",-0.42
지시완,2022,롯데,"6,000",0.51
김재유,2022,롯데,"6,000",-0.08
나균안,2022,롯데,"5,800",2.73
김도규,2022,롯데,"5,700",0.96
이승헌,2022,롯데,"5,300",-0.05
김민수,2022,롯데,"5,300",0.33
김진욱,2022,롯데,"5,100",0.31
신용수,2022,롯데,"4,900",0.88
김유영,2022,롯데,"4,800",-0.33
최영환,2022,롯데,"4,700",-0.11
배성근,2022,롯데,"4,200",-0.52
정성종,2022,롯데,"4,100",-0.01
나승엽,2022,롯데,"4,000",0.00
고승민,2022,롯데,"3,800",2.05
강로한,2022,롯데,"3,600",-0.04
장두성,2022,롯데,"3,500",-0.08
정보근,2022,롯데,"3,400",-0.19
조무근,2022,롯데,"3,300",0.00
김주현,2022,롯데,"3,300",0.00
박선우,2022,롯데,"3,300",0.00
강태율,2022,롯데,"3,300",-0.18
최민재,2022,롯데,"3,200",0.00
박명현,2022,롯데,"3,200",0.00
윤성빈,2022,롯데,"3,100",0.00
나원탁,2022,롯데,"3,100",-0.06
김동우,2022,롯데,"3,100",0.00
박진,2022,롯데,"3,100",0.00
정우준,2022,롯데,"3,100",0.00
송재영,2022,롯데,"3,100",0.00
김창훈,2022,롯데,"3,100",0.01
김동욱,2022,롯데,"3,000",0.00
민성우,2022,롯데,"3,000",0.00
정대혁,2022,롯데,"3,000",0.00
이민석,2022,롯데,"3,000",-0.20
조세진,2022,롯데,"3,000",-0.61
진승현,2022,롯데,"3,000",-0.11
윤동희,2022,롯데,"3,000",-0.36
김세민,2022,롯데,"3,000",0.01
경우진,2022,롯데,"3,000",0.00
김승준,2022,롯데,"3,000",0.00
하혜성,2022,롯데,"3,000",0.00
한태양,2022,롯데,"3,000",-0.38
엄장윤,2022,롯데,"3,000",0.00
김서진,2022,롯데,"3,000",0.00
김용완,2022,롯데,"3,000",0.00
최건,2022,롯데,"3,000",-0.08
이호연,2022,롯데,"3,000",-0.15
강민성,2022,롯데,"3,000",0.00
김민수,2022,롯데,"3,000",-0.07
박승욱,2022,롯데,"3,000",0.18
김강현,2022,롯데,"3,000",0.00
이태오,2022,롯데,"3,000",0.00
이강준,2022,롯데,"3,000",-0.08
김건우,2022,롯데,"3,000",0.00
김민기,2022,롯데,"3,000",-0.03
신학진,2022,롯데,"3,000",0.00
황성빈,2022,롯데,"3,000",-0.08
최재훈,2022,한화,"100,000",3.25
정우람,2022,한화,"80,000",0.19
터크먼,2022,한화,"70,000",4.06
킹험,2022,한화,"70,000",0.45
페냐,2022,한화,"40,000",1.33
카펜터,2022,한화,"35,000",0.64
라미레즈,2022,한화,"27,500",1.33
장시환,2022,한화,"21,000",0.24
하주석,2022,한화,"20,090",0.96
김민우,2022,한화,"19,100",3.09
정은원,2022,한화,"19,080",2.80
강재민,2022,한화,"15,000",0.22
박상원,2022,한화,"13,300",0.17
노수광,2022,한화,"12,840",1.68
노시환,2022,한화,"12,000",2.06
윤대경,2022,한화,"9,730",-0.51
김범수,2022,한화,"9,680",0.55
김종수,2022,한화,"7,900",-0.68
장민재,2022,한화,"7,600",3.03
이성곤,2022,한화,"6,400",0.20
윤호솔,2022,한화,"6,350",-0.09
이해창,2022,한화,"6,000",-0.28
장진혁,2022,한화,"5,800",0.61
김태연,2022,한화,"5,600",1.55
김재영,2022,한화,"5,500",-0.50
신정락,2022,한화,"5,400",-0.31
장운호,2022,한화,"5,350",0.73
주현상,2022,한화,"5,080",-0.67
이민우,2022,한화,"4,800",-0.27
송윤준,2022,한화,"4,100",-0.01
임준섭,2022,한화,"4,000",0.01
백용환,2022,한화,"4,000",-0.01
김기중,2022,한화,"3,900",-0.12
이진영,2022,한화,"3,600",-0.08
임종찬,2022,한화,"3,600",-0.30
박정현,2022,한화,"3,500",1.46
김기탁,2022,한화,"3,500",0.00
황영국,2022,한화,"3,400",0.00
이도윤,2022,한화,"3,400",-0.36
허관회,2022,한화,"3,370",-0.10
유로결,2022,한화,"3,300",-0.91
류희운,2022,한화,"3,300",-0.18
이원석,2022,한화,"3,300",-0.46
남지민,2022,한화,"3,300",-0.16
강상원,2022,한화,"3,250",0.00
박상언,2022,한화,"3,200",-0.21
김인환,2022,한화,"3,200",2.42
장규현,2022,한화,"3,200",0.00
장지승,2022,한화,"3,200",0.00
이충호,2022,한화,"3,200",-0.05
박윤철,2022,한화,"3,200",0.07
김건,2022,한화,"3,100",0.00
신지후,2022,한화,"3,100",0.00
이승관,2022,한화,"3,100",-0.03
정민규,2022,한화,"3,100",-0.31
송호정,2022,한화,"3,100",0.00
윤산흠,2022,한화,"3,100",0.90
김규연,2022,한화,"3,000",-0.07
문승진,2022,한화,"3,000",0.00
김겸재,2022,한화,"3,000",0.00
이준기,2022,한화,"3,000",0.00
김준석,2022,한화,"3,000",0.00
양경모,2022,한화,"3,000",0.00
이상혁,2022,한화,"3,000",0.00
전승우,2022,한화,"3,000",0.00
유민,2022,한화,"3,000",0.00
허인서,2022,한화,"3,000",-0.17
민승기,2022,한화,"3,000",0.00
이종완,2022,한화,"3,000",0.00
유상빈,2022,한화,"3,000",-0.05
문동주,2022,한화,"3,000",0.18
노석진,2022,한화,"3,000",0.00
신현수,2022,한화,"3,000",0.00
이재민,2022,한화,"3,000",-0.08
이성민,2022,한화,"3,000",0.00
조현진,2022,한화,"3,000",0.00
최현준,2022,한화,"3,000",0.00
안창호,2022,한화,"3,000",0.00
박준영,2022,한화,"3,000",-0.24
이성원,2022,한화,"3,000",0.00
김민기,2022,한화,"3,000",0.00
권광민,2022,한화,"3,000",0.03
변우혁,2022,한화,"3,000",-0.06
정이황,2022,한화,"3,000",0.00
원혁재,2022,한화,"3,000",-0.42
조은,2022,한화,"3,000",0.00
한승주,2022,한화,"3,000",0.01
최이경,2022,한화,"3,000",0.00
박건우,2022,NC,"190,000",3.95
루친스키,2022,NC,"160,000",5.68
손아섭,2022,NC,"150,000",3.08
양의지,2022,NC,"100,000",5.31
박석민,2022,NC,"70,000",-0.28
파슨스,2022,NC,"44,000",1.14
마티니,2022,NC,"44,000",2.33
박민우,2022,NC,"41,000",2.72
이용찬,2022,NC,"40,000",2.24
심창민,2022,NC,"28,000",-0.11
원종현,2022,NC,"27,000",0.89
노진혁,2022,NC,"23,000",2.30
구창모,2022,NC,"19,000",4.85
이재학,2022,NC,"18,000",1.02
더모디,2022,NC,"18,000",0.24
이명기,2022,NC,"17,500",-0.38
송명기,2022,NC,"13,000",1.33
홍성민,2022,NC,"12,500",0.00
신민혁,2022,NC,"12,000",1.89
권희동,2022,NC,"11,000",1.07
임정호,2022,NC,"10,500",0.37
이민호,2022,NC,"10,000",0.00
김영규,2022,NC,"9,500",1.27
류진욱,2022,NC,"7,500",-0.11
박준영,2022,NC,"7,000",-0.18
김주원,2022,NC,"6,000",4.29
정진기,2022,NC,"5,500",0.13
김건태,2022,NC,"5,300",-0.40
전민수,2022,NC,"5,000",0.04
김응민,2022,NC,"4,900",-0.48
정범모,2022,NC,"4,700",-0.10
김기환,2022,NC,"4,500",0.85
정현,2022,NC,"4,300",0.00
강동연,2022,NC,"4,200",-0.11
권정웅,2022,NC,"4,000",0.00
박대온,2022,NC,"4,000",-1.25
하준영,2022,NC,"4,000",0.18
도태훈,2022,NC,"4,000",0.31
윤형준,2022,NC,"4,000",-0.24
손정욱,2022,NC,"4,000",0.00
이우석,2022,NC,"3,300",-0.03
최승민,2022,NC,"3,300",-0.44
김태경,2022,NC,"3,300",1.45
강태경,2022,NC,"3,200",0.00
최보성,2022,NC,"3,200",0.00
김녹원,2022,NC,"3,000",0.00
박동수,2022,NC,"3,000",0.01
이준혁,2022,NC,"3,000",0.00
박성재,2022,NC,"3,000",0.00
이한,2022,NC,"3,000",0.00
서준교,2022,NC,"3,000",0.00
조민석,2022,NC,"3,000",-0.10
오승택,2022,NC,"3,000",0.00
이현우,2022,NC,"3,000",0.00
이주형,2022,NC,"3,000",0.00
임지민,2022,NC,"3,000",0.00
조효원,2022,NC,"3,000",0.00
천재환,2022,NC,"3,000",-0.63
전사민,2022,NC,"3,000",0.07
최우재,2022,NC,"3,000",0.00
서의태,2022,NC,"3,000",0.00
오영수,2022,NC,"3,000",0.06
김재균,2022,NC,"3,000",0.00
이인혁,2022,NC,"3,000",0.00
김시훈,2022,NC,"3,000",1.98
김진호,2022,NC,"3,000",-0.41
김태현,2022,NC,"3,000",0.00
이재용,2022,NC,"3,000",-0.05
김수윤,2022,NC,"3,000",-0.06
이용준,2022,NC,"3,000",-0.40
한재승,2022,NC,"3,000",0.02
오태양,2022,NC,"3,000",0.01
오장한,2022,NC,"3,000",0.00
김준상,2022,NC,"3,000",0.00
김정호,2022,NC,"3,000",0.00
김진우,2022,NC,"3,000",0.00
안인산,2022,NC,"3,000",0.00
정구범,2022,NC,"3,000",-0.02
서호철,2022,NC,"3,000",-0.16
한건희,2022,NC,"3,000",0.00
김한별,2022,NC,"3,000",-0.31
하준수,2022,NC,"3,000",0.00
노시훈,2022,NC,"3,000",0.00
노상혁,2022,NC,"3,000",0.00
쿠에바스,2022,KT,"80,000",0.39
데스파이네,2022,KT,"70,000",2.27
라모스,2022,KT,"65,000",0.39
박병호,2022,KT,"60,000",5.19
강백호,2022,KT,"55,000",-0.12
장성우,2022,KT,"50,000",3.85
알포드,2022,KT,"47,700",2.43
황재균,2022,KT,"40,000",1.86
고영표,2022,KT,"30,000",5.31
주권,2022,KT,"29,500",1.01
박경수,2022,KT,"29,000",-1.12
김재윤,2022,KT,"28,000",1.73
배제성,2022,KT,"27,000",1.54
배정대,2022,KT,"26,000",2.97
심우준,2022,KT,"26,000",1.54
조용호,2022,KT,"24,000",3.92
벤자민,2022,KT,"23,100",3.10
소형준,2022,KT,"20,000",4.70
박시영,2022,KT,"12,000",0.20
신본기,2022,KT,"11,500",-0.31
김민수,2022,KT,"11,500",2.53
조현우,2022,KT,"9,500",0.20
김민혁,2022,KT,"9,000",1.20
오윤석,2022,KT,"9,000",1.78
안영명,2022,KT,"8,500",0.02
심재민,2022,KT,"8,200",0.33
송민섭,2022,KT,"8,100",0.01
엄상백,2022,KT,"8,000",4.13
전유수,2022,KT,"8,000",-0.15
이창재,2022,KT,"6,700",-0.03
문상철,2022,KT,"6,600",-0.24
김준태,2022,KT,"6,500",1.63
김민,2022,KT,"5,500",0.18
하준호,2022,KT,"5,000",-0.19
김병희,2022,KT,"4,700",-0.45
천성호,2022,KT,"4,400",0.00
권동진,2022,KT,"4,200",0.13
김태훈,2022,KT,"4,100",-0.15
홍현빈,2022,KT,"4,000",0.91
장준원,2022,KT,"3,800",0.15
이정현,2022,KT,"3,500",0.08
조병욱,2022,KT,"3,400",0.00
김태오,2022,KT,"3,400",-0.02
이시원,2022,KT,"3,300",-0.16
지명성,2022,KT,"3,200",0.02
문상인,2022,KT,"3,200",-0.08
정주후,2022,KT,"3,200",0.00
안현준,2022,KT,"3,200",0.00
고명성,2022,KT,"3,100",0.02
신병률,2022,KT,"3,100",0.00
김만수,2022,KT,"3,100",0.00
이종혁,2022,KT,"3,100",0.00
한차현,2022,KT,"3,100",0.00
최성민,2022,KT,"3,000",0.00
김영현,2022,KT,"3,000",0.00
김민서,2022,KT,"3,000",0.00
전진영,2022,KT,"3,000",-0.02
한지웅,2022,KT,"3,000",0.00
안현민,2022,KT,"3,000",0.00
우종휘,2022,KT,"3,000",0.00
최동희,2022,KT,"3,000",0.00
정정우,2022,KT,"3,000",0.00
권성준,2022,KT,"3,000",0.00
김병준,2022,KT,"3,000",0.00
이상우,2022,KT,"3,000",0.00
박영현,2022,KT,"3,000",0.59
송현제,2022,KT,"3,000",0.00
안광준,2022,KT,"3,000",0.00
조대현,2022,KT,"3,000",-0.06
양승혁,2022,KT,"3,000",-0.04
이채호,2022,KT,"3,000",0.45
고성민,2022,KT,"3,000",0.00
김한별,2022,KT,"3,000",0.00
안치영,2022,KT,"3,000",0.00
문상준,2022,KT,"3,000",0.06
유준규,2022,KT,"3,000",-0.10
신범준,2022,KT,"3,000",0.00
김성균,2022,KT,"3,000",0.00
윤준혁,2022,KT,"3,000",0.00
전용주,2022,KT,"2,800",0.00
박시윤,2022,KT,"2,700",0.00
임도혁,2022,KT,"2,700",0.00
한기원,2022,KT,"2,700",0.00
박주현,2022,KT,"2,700",0.00
김대현,2022,KT,"2,700",0.00
백선기,2022,KT,"2,700",0.00
윤강찬,2022,KT,"2,700",0.00
요키시,2022,키움,"90,000",6.25
이정후,2022,키움,"75,000",8.89
푸이그,2022,키움,"70,000",3.52
이용규,2022,키움,"40,000",0.19
김혜성,2022,키움,"32,000",7.11
최원태,2022,키움,"31,000",2.08
이지영,2022,키움,"30,000",2.64
정찬헌,2022,키움,"28,000",0.60
애플러,2022,키움,"27,500",2.34
한현희,2022,키움,"25,000",1.15
홍원기,2022,키움,"20,000",0.00
김태훈,2022,키움,"19,000",0.41
안우진,2022,키움,"15,000",8.45
김재웅,2022,키움,"10,400",2.74
양현,2022,키움,"10,000",-0.19
김태진,2022,키움,"10,000",0.22
김성민,2022,키움,"9,000",0.00
이승호,2022,키움,"8,500",0.76
송성문,2022,키움,"7,500",2.71
전병우,2022,키움,"7,000",0.36
김웅빈,2022,키움,"7,000",0.74
김재현,2022,키움,"6,500",-0.70
김선기,2022,키움,"6,300",0.02
김동혁,2022,키움,"6,000",0.13
이영준,2022,키움,"6,000",-0.03
박준태,2022,키움,"5,000",-0.23
강민국,2022,키움,"5,000",-0.05
김성진,2022,키움,"5,000",-0.56
김준완,2022,키움,"5,000",-0.49
변상권,2022,키움,"4,800",0.00
김주형,2022,키움,"4,500",-0.12
김준형,2022,키움,"4,200",0.34
윤정현,2022,키움,"4,100",0.12
박주성,2022,키움,"4,000",-0.17
예진원,2022,키움,"4,000",0.06
신준우,2022,키움,"4,000",0.27
김정인,2022,키움,"4,000",0.00
하영민,2022,키움,"4,000",-0.57
김휘집,2022,키움,"3,900",0.03
문성현,2022,키움,"3,500",0.87
김수환,2022,키움,"3,400",-0.08
조영건,2022,키움,"3,400",0.00
김인범,2022,키움,"3,300",0.00
양기현,2022,키움,"3,200",0.00
박승주,2022,키움,"3,200",0.32
박주홍,2022,키움,"3,200",-0.08
임지열,2022,키움,"3,200",0.57
박주현,2022,키움,"3,200",0.00
김동욱,2022,키움,"3,100",0.00
장재영,2022,키움,"3,100",-0.10
노운현,2022,키움,"3,000",-0.11
김민수,2022,키움,"3,000",0.00
이명종,2022,키움,"3,000",0.03
김리안,2022,키움,"3,000",0.00
이세호,2022,키움,"3,000",0.00
박정훈,2022,키움,"3,000",0.00
주승우,2022,키움,"3,000",-0.03
박찬혁,2022,키움,"3,000",-0.72
송정인,2022,키움,"3,000",-0.06
백진수,2022,키움,"3,000",0.00
윤석원,2022,키움,"3,000",0.00
주승빈,2022,키움,"3,000",0.00
주성원,2022,키움,"3,000",0.00
오윤성,2022,키움,"3,000",0.00
배현호,2022,키움,"3,000",0.00
정연제,2022,키움,"3,000",0.00
김시앙,2022,키움,"3,000",-0.24
양경식,2022,키움,"3,000",0.00
이재홍,2022,키움,"3,000",0.10
이주형,2022,키움,"3,000",-0.17
김현우,2022,키움,"3,000",0.00
이종민,2022,키움,"3,000",0.00
이병규,2022,키움,"3,000",-0.09
이명기,2022,키움,"3,000",-0.07
박관진,2022,키움,"3,000",0.00
김대한,2022,키움,"3,000",0.00
정재원,2022,키움,"3,000",0.00
오성민,2022,키움,"2,700",0.00
박수종,2022,키움,"2,700",0.00
류하성,2022,키움,"1,500",0.00
최형우,2023,KIA,"90,000",3.93
나성범,2023,KIA,"80,000",3.68
앤더슨,2023,KIA,"60,000",1.34
양현종,2023,KIA,"50,000",3.54
소크라테스,2023,KIA,"50,000",4.60
김선빈,2023,KIA,"45,000",2.69
파노니,2023,KIA,"35,000",1.73
메디나,2023,KIA,"30,000",-0.07
산체스,2023,KIA,"25,000",0.12
정해영,2023,KIA,"23,000",1.06
최원준,2023,KIA,"22,000",0.82
김태군,2023,KIA,"20,000",0.59
박찬호,2023,KIA,"20,000",4.71
장현식,2023,KIA,"19,000",0.25
김대유,2023,KIA,"16,000",-0.03
임기영,2023,KIA,"15,000",1.54
이의리,2023,KIA,"15,000",2.78
이준영,2023,KIA,"14,000",0.68
이창진,2023,KIA,"14,000",1.94
전상현,2023,KIA,"13,500",1.44
황대인,2023,KIA,"13,000",-0.22
박준표,2023,KIA,"10,500",0.01
한승택,2023,KIA,"8,000",-0.45
윤중현,2023,KIA,"7,900",0.24
김호령,2023,KIA,"7,000",0.90
고종욱,2023,KIA,"7,000",1.29
김재열,2023,KIA,"6,000",-0.37
이우성,2023,KIA,"5,500",2.66
고영창,2023,KIA,"5,000",0.00
김기훈,2023,KIA,"5,000",-0.34
김도영,2023,KIA,"5,000",3.88
주효상,2023,KIA,"4,800",-0.40
김승현,2023,KIA,"4,500",0.13
김규성,2023,KIA,"4,500",0.86
최정용,2023,KIA,"4,000",0.34
김유신,2023,KIA,"3,900",-0.26
유승철,2023,KIA,"3,800",0.04
신범수,2023,KIA,"3,600",-0.32
박정우,2023,KIA,"3,600",0.25
김사윤,2023,KIA,"3,600",0.00
변우혁,2023,KIA,"3,500",-0.28
김석환,2023,KIA,"3,500",-0.40
남하준,2023,KIA,"3,500",0.00
홍종표,2023,KIA,"3,300",0.12
한준수,2023,KIA,"3,100",0.63
임석진,2023,KIA,"3,100",0.00
박승훈,2023,KIA,"3,000",0.00
손호원,2023,KIA,"3,000",0.00
정해원,2023,KIA,"3,000",0.00
윤영철,2023,KIA,"3,000",2.27
김세일,2023,KIA,"3,000",0.00
곽도규,2023,KIA,"3,000",-0.15
김재현,2023,KIA,"3,000",0.00
김도월,2023,KIA,"3,000",0.00
이중석,2023,KIA,"3,000",0.00
박일훈,2023,KIA,"3,000",0.00
이도현,2023,KIA,"3,000",0.00
이송찬,2023,KIA,"3,000",0.00
최수빈,2023,KIA,"3,000",0.00
김주섭,2023,KIA,"3,000",0.00
장시현,2023,KIA,"3,000",0.00
김선우,2023,KIA,"3,000",0.04
김양수,2023,KIA,"3,000",0.00
나용기,2023,KIA,"3,000",0.00
김민수,2023,KIA,"3,000",0.00
오선우,2023,KIA,"3,000",-0.22
이태규,2023,KIA,"3,000",0.00
홍원빈,2023,KIA,"3,000",0.00
유지성,2023,KIA,"3,000",0.00
강이준,2023,KIA,"3,000",0.00
황동하,2023,KIA,"3,000",-0.14
이성주,2023,KIA,"3,000",0.00
송후섭,2023,KIA,"3,000",0.00
김찬민,2023,KIA,"3,000",0.00
강병우,2023,KIA,"3,000",0.00
윤도현,2023,KIA,"3,000",-0.07
배현호,2023,KIA,"3,000",0.00
오정환,2023,KIA,"3,000",0.00
최지민,2023,KIA,"3,000",0.37
김용완,2023,KIA,"3,000",0.00
김건국,2023,KIA,"3,000",0.05
구자욱,2023,삼성,"200,000",5.44
오승환,2023,삼성,"140,000",0.77
피렐라,2023,삼성,"120,000",0.70
뷰캐넌,2023,삼성,"110,000",6.31
수아레즈,2023,삼성,"90,000",2.52
강민호,2023,삼성,"60,000",2.61
와이드너,2023,삼성,"59,800",1.71
오재일,2023,삼성,"50,000",0.99
백정현,2023,삼성,"40,000",3.09
원태인,2023,삼성,"35,000",4.48
우규민,2023,삼성,"25,000",0.15
김태훈,2023,삼성,"18,000",-0.62
김지찬,2023,삼성,"16,000",2.46
류지혁,2023,삼성,"15,500",0.38
강한울,2023,삼성,"15,000",-0.16
최채흥,2023,삼성,"15,000",0.21
최지광,2023,삼성,"14,000",-0.12
김헌곤,2023,삼성,"12,000",-0.18
이승현,2023,삼성,"12,000",0.55
김동엽,2023,삼성,"9,000",0.03
장필준,2023,삼성,"8,000",-0.26
이승현,2023,삼성,"8,000",0.05
김현준,2023,삼성,"8,000",1.24
이상민,2023,삼성,"7,500",-0.20
김재성,2023,삼성,"7,500",0.27
김대우,2023,삼성,"7,000",0.29
홍정우,2023,삼성,"6,300",-0.33
문용익,2023,삼성,"6,300",0.23
이재현,2023,삼성,"6,000",2.98
이재익,2023,삼성,"5,700",0.29
김호재,2023,삼성,"5,600",-0.20
최충연,2023,삼성,"5,500",-0.09
허윤동,2023,삼성,"5,400",-0.15
김민수,2023,삼성,"5,200",-0.03
김도환,2023,삼성,"5,000",-0.13
양창섭,2023,삼성,"4,800",-0.42
노건우,2023,삼성,"4,800",-0.18
송준석,2023,삼성,"4,500",-0.07
이성규,2023,삼성,"4,500",-0.03
김태훈,2023,삼성,"4,300",-0.43
김성윤,2023,삼성,"4,300",2.23
이해승,2023,삼성,"4,200",0.01
황동재,2023,삼성,"4,100",-0.07
공민규,2023,삼성,"4,000",-0.42
안주형,2023,삼성,"3,800",-0.36
박주혁,2023,삼성,"3,800",0.00
김시현,2023,삼성,"3,700",-0.06
최하늘,2023,삼성,"3,600",-0.32
이재희,2023,삼성,"3,600",0.12
박세웅,2023,삼성,"3,600",-0.03
이태훈,2023,삼성,"3,500",-0.09
이병헌,2023,삼성,"3,400",-0.31
김서준,2023,삼성,"3,300",-0.07
김동진,2023,삼성,"3,300",1.04
조민성,2023,삼성,"3,300",-0.30
양우현,2023,삼성,"3,300",0.00
홍무원,2023,삼성,"3,200",0.00
한연욱,2023,삼성,"3,200",0.00
윤정빈,2023,삼성,"3,200",-0.12
김태우,2023,삼성,"3,200",0.00
김영웅,2023,삼성,"3,200",0.21
김상민,2023,삼성,"3,200",-0.39
김용하,2023,삼성,"3,100",0.00
정진수,2023,삼성,"3,100",0.00
윤정훈,2023,삼성,"3,100",0.00
신정환,2023,삼성,"3,100",0.00
박용민,2023,삼성,"3,100",0.00
김준우,2023,삼성,"3,100",0.00
홍원표,2023,삼성,"3,100",0.12
박진우,2023,삼성,"3,000",0.00
박장민,2023,삼성,"3,000",0.00
박시원,2023,삼성,"3,000",0.00
김민호,2023,삼성,"3,000",0.00
류승민,2023,삼성,"3,000",-0.41
김시온,2023,삼성,"3,000",0.00
강준서,2023,삼성,"3,000",-0.07
신윤호,2023,삼성,"3,000",0.00
김재상,2023,삼성,"3,000",-0.02
서현원,2023,삼성,"3,000",0.00
박권후,2023,삼성,"3,000",0.00
이호성,2023,삼성,"3,000",0.62
맹성주,2023,삼성,"3,000",0.00
오현석,2023,삼성,"3,000",0.00
서주원,2023,삼성,"3,000",0.00
홍승원,2023,삼성,"3,000",0.00
장재혁,2023,삼성,"3,000",0.00
김재환,2023,두산,"150,000",0.48
허경민,2023,두산,"120,000",2.35
로하스,2023,두산,"85,000",2.41
정수빈,2023,두산,"60,000",4.87
알칸타라,2023,두산,"50,000",5.79
김재호,2023,두산,"50,000",3.30
딜런,2023,두산,"45,000",-0.08
양석환,2023,두산,"40,000",3.33
최원준,2023,두산,"33,000",1.23
홍건희,2023,두산,"30,000",0.84
양의지,2023,두산,"30,000",6.10
브랜든,2023,두산,"23,000",3.61
강승호,2023,두산,"20,000",1.98
김강률,2023,두산,"20,000",0.40
김명신,2023,두산,"14,500",0.95
곽빈,2023,두산,"14,000",4.36
이영하,2023,두산,"12,000",-0.31
박치국,2023,두산,"10,500",0.50
정철원,2023,두산,"10,000",-0.05
김인태,2023,두산,"10,000",0.38
박계범,2023,두산,"9,700",-0.06
이승진,2023,두산,"8,800",-0.02
조수행,2023,두산,"7,800",0.49
이형범,2023,두산,"7,000",-0.62
김지용,2023,두산,"6,000",0.00
박준영,2023,두산,"6,000",1.88
최승용,2023,두산,"6,000",1.94
이유찬,2023,두산,"6,000",1.43
장승현,2023,두산,"6,000",-0.93
김민규,2023,두산,"5,500",0.04
안재석,2023,두산,"5,300",0.25
장원준,2023,두산,"5,000",0.10
안승한,2023,두산,"4,500",-0.41
박정수,2023,두산,"4,500",0.05
김민혁,2023,두산,"4,500",-0.14
김대한,2023,두산,"4,500",-0.94
양찬열,2023,두산,"4,300",0.25
신성현,2023,두산,"4,000",-0.10
박소준,2023,두산,"4,000",0.00
박신지,2023,두산,"3,600",-0.04
전민재,2023,두산,"3,600",-0.32
박지훈,2023,두산,"3,600",-0.17
송승환,2023,두산,"3,500",0.22
서예일,2023,두산,"3,400",-0.09
고봉재,2023,두산,"3,300",-0.11
박유연,2023,두산,"3,300",-0.06
김동주,2023,두산,"3,100",1.81
이병헌,2023,두산,"3,100",-0.08
권민석,2023,두산,"3,100",-0.08
박성재,2023,두산,"3,100",0.00
홍성호,2023,두산,"3,100",-0.26
이주엽,2023,두산,"3,100",0.00
한충희,2023,두산,"3,000",0.00
윤준호,2023,두산,"3,000",0.00
이정원,2023,두산,"3,000",0.00
이기석,2023,두산,"3,000",0.00
임서준,2023,두산,"3,000",0.00
장우진,2023,두산,"3,000",0.00
김유성,2023,두산,"3,000",-0.15
최준호,2023,두산,"3,000",0.00
백승우,2023,두산,"3,000",0.16
문원,2023,두산,"3,000",0.00
신창희,2023,두산,"3,000",0.00
남율,2023,두산,"3,000",0.00
김문수,2023,두산,"3,000",0.00
박민준,2023,두산,"3,000",0.00
장빈,2023,두산,"3,000",0.00
최종인,2023,두산,"3,000",0.00
이상연,2023,두산,"3,000",0.00
김정우,2023,두산,"3,000",-0.10
전형근,2023,두산,"3,000",0.00
김태근,2023,두산,"3,000",-0.74
이민혁,2023,두산,"3,000",0.00
김호준,2023,두산,"3,000",-0.05
제환유,2023,두산,"3,000",-0.05
장규빈,2023,두산,"3,000",0.00
이원재,2023,두산,"3,000",-0.06
신민철,2023,두산,"3,000",0.00
전희범,2023,두산,"3,000",0.00
최지강,2023,두산,"3,000",0.01
김시완,2023,두산,"3,000",0.00
정유석,2023,두산,"3,000",0.00
조선명,2023,두산,"3,000",0.00
배창현,2023,두산,"3,000",0.00
추신수,2023,SSG,"170,000",1.46
김광현,2023,SSG,"100,000",4.48
최정,2023,SSG,"100,000",4.85
에레디아,2023,SSG,"90,000",4.11
로메로,2023,SSG,"80,000",0.00
문승원,2023,SSG,"70,000",0.78
최주환,2023,SSG,"65,000",1.04
맥카티,2023,SSG,"60,000",3.38
엘리아스,2023,SSG,"54,000",3.54
박종훈,2023,SSG,"50,000",0.39
한유섬,2023,SSG,"50,000",0.35
최지훈,2023,SSG,"30,000",1.55
박성한,2023,SSG,"27,000",4.36
서진용,2023,SSG,"26,500",2.84
노경은,2023,SSG,"17,000",1.64
김강민,2023,SSG,"16,000",0.41
김성현,2023,SSG,"15,000",1.55
김민식,2023,SSG,"15,000",1.70
오원석,2023,SSG,"14,000",1.64
최민준,2023,SSG,"13,000",0.28
이재원,2023,SSG,"10,000",-0.81
오태곤,2023,SSG,"10,000",0.56
박민호,2023,SSG,"9,500",0.24
전의산,2023,SSG,"9,000",-0.22
고효준,2023,SSG,"8,500",0.78
강진성,2023,SSG,"8,000",0.20
김태훈,2023,SSG,"7,800",0.00
이흥련,2023,SSG,"7,000",-0.35
서동민,2023,SSG,"6,000",0.05
하재훈,2023,SSG,"5,500",2.79
정성곤,2023,SSG,"5,500",-0.11
최경모,2023,SSG,"5,000",-0.45
김찬형,2023,SSG,"5,000",0.00
최준우,2023,SSG,"4,500",0.64
임준섭,2023,SSG,"4,000",-0.12
안상현,2023,SSG,"4,000",-0.04
이현석,2023,SSG,"3,500",0.00
조형우,2023,SSG,"3,200",0.04
전경원,2023,SSG,"3,200",0.00
전영준,2023,SSG,"3,200",0.00
한두솔,2023,SSG,"3,100",0.00
최항,2023,SSG,"3,100",-0.19
