순위,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,연도,현재연봉,WAR_x,예측연봉,tier,salary_changed,mean_ERA,park_factor
5,이태양,한화,3.23,50,3,3,0,2,0.5,100.0,0.3,100,21,3,72,44,36,1.21,0,0,1,0,422,1560,0.26,25,6,7,6,2,1,0,2023,66000.0,1.44,50000.0,4.0,-16000.0,4.140846275377147,1002
6,장시환,한화,3.38,39,2,2,1,7,0.5,34.0,0.6,32,21,4,24,13,13,1.53,0,0,0,4,153,598,0.26,4,0,3,2,1,3,0,2023,28000.0,0.52,20000.0,3.0,-8000.0,4.140846275377147,1002
7,페냐,한화,3.6,32,11,11,0,0,0.5,177.0,0.3,149,59,18,147,82,71,1.17,0,0,19,0,751,2886,0.225,28,5,10,2,1,16,4,2023,55000.0,4.2,65000.0,0.0,10000.0,4.140846275377147,1002
8,박상원,한화,3.65,55,5,3,16,0,0.625,61.0,0.6,63,29,3,57,35,25,1.49,0,0,0,6,277,1103,0.267,9,3,4,4,4,2,0,2023,13300.0,-0.18,19500.0,1.0,6200.0,4.140846275377147,1002
9,문동주,한화,3.72,23,8,8,0,0,0.5,118.0,0.6,113,42,4,95,52,49,1.31,0,0,7,0,503,2067,0.249,20,2,2,1,0,5,1,2023,3300.0,2.96,10000.0,2.0,6700.0,4.140846275377147,1002
10,산체스,한화,3.79,24,7,8,0,0,0.467,126.0,136.0,13,28,6,99,62,53,1.3,0,0,8,0,540,2125,0.273,23,0,5,3,2,3,0,2023,40000.0,2.51,50000.0,2.0,10000.0,4.140846275377147,1002
11,한승주,한화,3.95,47,1,4,0,2,0.2,70.0,0.6,81,31,4,55,34,31,1.58,0,0,0,0,320,1267,0.287,16,2,2,1,2,5,0,2023,3100.0,0.57,4500.0,4.0,1400.0,4.140846275377147,1002
12,김범수,한화,4.19,76,5,5,1,18,0.5,62.0,0.3,64,33,3,52,33,29,1.56,0,0,0,7,283,1097,0.263,10,0,2,2,5,4,0,2023,14100.0,0.17,19300.0,1.0,5200.0,4.140846275377147,1002
14,김기중,한화,4.63,37,1,3,0,1,0.25,56.0,0.3,58,29,9,46,33,29,1.54,0,0,0,0,253,1022,0.278,9,3,5,1,1,2,0,2023,3600.0,0.67,4400.0,1.0,800.0,4.140846275377147,1002
15,장민재,한화,4.83,25,3,8,0,1,0.273,69.0,79.0,12,22,5,61,46,37,1.46,0,0,2,0,308,1177,0.288,13,2,4,3,2,5,0,2023,11500.0,0.05,15000.0,4.0,3500.0,4.140846275377147,1002
16,정우람,한화,5.36,52,0,1,0,8,0.0,40.0,0.3,45,17,2,30,24,24,1.54,0,0,0,1,183,766,0.278,8,2,0,2,0,3,0,2023,50000.0,0.26,10000.0,3.0,-40000.0,4.140846275377147,1002
18,강재민,한화,6.44,43,1,3,0,12,0.25,43.0,0.3,35,19,8,42,31,31,1.25,0,0,0,3,189,785,0.224,10,1,1,5,0,0,0,2023,15000.0,-0.64,14500.0,3.0,-500.0,4.140846275377147,1002
19,한승혁,한화,6.44,21,0,3,0,1,0.0,36.0,0.3,48,21,3,28,27,26,1.9,0,0,0,0,176,684,0.324,9,0,0,4,0,4,0,2023,6200.0,-0.26,4900.0,3.0,-1300.0,4.140846275377147,1002
20,남지민,한화,6.45,16,1,7,0,0,0.125,37.0,0.6,54,13,6,23,31,27,1.78,0,0,1,0,186,678,0.333,12,0,1,4,1,3,0,2023,4300.0,-0.14,4000.0,3.0,-300.0,4.140846275377147,1002
22,김민우,한화,6.97,12,1,6,0,0,0.143,51.0,0.6,65,28,2,43,43,40,1.8,0,0,2,0,243,959,0.313,16,2,3,2,0,5,0,2023,22800.0,-0.46,16700.0,1.0,-6100.0,4.140846275377147,1002
2,최지민,KIA,2.12,58,6,3,3,12,0.667,59.0,0.3,45,26,4,44,17,14,1.2,0,0,0,2,244,985,0.216,4,2,2,4,1,5,0,2023,3000.0,0.37,10000.0,1.0,7000.0,4.140846275377147,979
3,전상현,KIA,2.15,64,8,3,1,13,0.727,58.0,0.6,50,26,1,50,20,14,1.3,0,0,0,2,250,945,0.233,8,0,6,2,4,3,0,2023,13500.0,1.44,17000.0,1.0,3500.0,4.140846275377147,979
4,정해영,KIA,2.92,52,3,4,23,1,0.429,49.0,0.3,53,20,1,30,18,16,1.48,0,0,0,3,218,780,0.277,9,1,6,0,3,0,0,2023,23000.0,1.06,20000.0,3.0,-3000.0,4.140846275377147,979
5,임기영,KIA,2.96,64,4,4,3,16,0.5,82.0,56.0,6,19,6,57,29,27,0.91,0,0,0,1,324,1248,0.193,8,3,4,5,1,1,0,2023,15000.0,1.54,25000.0,4.0,10000.0,4.140846275377147,979
6,이준영,KIA,3.21,64,1,0,0,10,1.0,33.0,0.6,26,23,2,30,12,12,1.46,0,0,0,0,149,620,0.211,3,1,0,1,2,1,0,2023,14000.0,0.68,14000.0,3.0,0.0,4.140846275377147,979
7,양현종,KIA,3.58,29,9,11,0,0,0.45,171.0,181.0,13,48,1,133,78,68,1.34,0,0,14,0,729,2751,0.272,33,1,12,3,1,5,0,2023,50000.0,3.54,50000.0,0.0,0.0,4.140846275377147,979
10,이의리,KIA,3.96,28,11,7,0,0,0.611,131.0,0.6,103,93,8,156,64,58,1.49,0,0,6,0,598,2546,0.213,18,0,7,6,1,10,0,2023,15000.0,2.78,17000.0,0.0,2000.0,4.140846275377147,979
11,윤영철,KIA,4.04,25,8,7,0,0,0.533,122.0,0.6,124,48,1,74,59,55,1.4,0,0,7,0,528,2047,0.263,27,3,3,4,1,4,1,2023,3000.0,2.27,9000.0,2.0,6000.0,4.140846275377147,979
12,장현식,KIA,4.06,56,2,2,3,5,0.5,51.0,58.0,6,26,1,44,26,23,1.65,0,0,0,2,226,876,0.296,8,0,1,2,1,1,0,2023,19000.0,0.25,16000.0,1.0,-3000.0,4.140846275377147,979
2,쿠에바스,KT,2.6,18,12,0,0,0,1.0,114.0,0.3,95,24,2,100,33,33,1.04,0,0,14,0,460,1666,0.224,10,2,5,5,1,5,0,2023,45000.0,4.57,100000.0,2.0,55000.0,4.140846275377147,1042
4,박영현,KT,2.75,68,3,3,4,32,0.5,75.0,0.3,63,23,2,79,25,23,1.14,0,0,0,6,308,1220,0.23,11,2,7,2,4,1,2,2023,6100.0,1.98,16000.0,4.0,9900.0,4.140846275377147,1042
5,고영표,KT,2.78,28,12,7,0,0,0.632,174.0,0.6,181,19,9,114,57,54,1.15,0,0,21,0,706,2453,0.269,27,5,2,3,1,6,0,2023,43000.0,5.91,200000.0,0.0,157000.0,4.140846275377147,1042
6,손동현,KT,3.42,64,8,5,1,15,0.615,73.0,0.6,68,20,2,40,31,28,1.19,0,0,0,4,301,1100,0.256,11,0,9,4,1,2,0,2023,5000.0,1.3,12000.0,1.0,7000.0,4.140846275377147,1042
7,벤자민,KT,3.54,29,15,6,0,0,0.714,160.0,149.0,12,45,3,157,79,63,1.21,0,0,11,0,684,2636,0.24,23,1,9,5,1,11,0,2023,100000.0,2.9,90000.0,0.0,-10000.0,4.140846275377147,1042
8,엄상백,KT,3.63,20,7,6,0,0,0.538,111.0,0.6,100,29,2,89,46,45,1.16,0,0,9,0,454,1790,0.241,16,4,4,4,0,1,0,2023,20000.0,2.91,25000.0,2.0,5000.0,4.140846275377147,1042
11,이상동,KT,3.98,36,4,1,0,1,0.8,40.0,0.6,45,15,0,43,19,18,1.48,0,0,0,0,179,672,0.28,10,0,3,0,2,1,0,2023,3200.0,0.55,6000.0,3.0,2800.0,4.140846275377147,1042
13,이선우,KT,4.34,22,0,2,0,0,0.0,37.0,0.3,47,9,4,24,20,18,1.5,0,0,0,0,169,589,0.305,6,0,0,2,0,0,0,2023,3000.0,0.0,4000.0,3.0,1000.0,4.140846275377147,1042
15,주권,KT,4.4,42,1,2,0,5,0.333,47.0,49.0,4,19,2,17,23,23,1.45,0,0,0,0,205,714,0.278,7,1,5,3,2,0,0,2023,29500.0,0.15,20000.0,3.0,-9500.0,4.140846275377147,1042
20,조이현,KT,6.69,18,2,1,0,1,0.667,35.0,61.0,3,6,2,17,27,26,1.91,0,0,0,0,170,585,0.389,14,1,1,4,0,1,1,2023,6500.0,-0.29,6000.0,3.0,-500.0,4.140846275377147,1042
5,후라도,키움,2.65,30,11,8,0,0,0.579,183.0,0.6,164,41,9,147,64,54,1.12,0,0,20,0,763,2797,0.234,19,0,4,8,0,5,0,2023,85000.0,7.12,120000.0,0.0,35000.0,4.140846275377147,983
8,김재웅,키움,4.22,67,2,3,6,18,0.4,59.0,0.6,56,24,0,46,29,28,1.34,0,0,0,3,250,962,0.252,11,0,2,2,1,0,0,2023,22000.0,1.25,19000.0,1.0,-3000.0,4.140846275377147,983
12,하영민,키움,4.64,57,3,1,0,5,0.75,52.0,0.3,67,25,1,51,36,27,1.76,0,0,0,2,247,933,0.309,8,4,3,1,3,6,0,2023,6500.0,-0.44,8000.0,1.0,1500.0,4.140846275377147,983
13,정찬헌,키움,4.75,14,2,8,0,0,0.2,72.0,71.0,4,13,2,35,40,38,1.17,1,0,8,0,295,1061,0.261,12,3,3,5,1,0,0,2023,10000.0,1.27,20000.0,1.0,10000.0,4.140846275377147,983
15,이명종,키움,5.21,45,5,5,0,1,0.5,57.0,66.0,5,24,6,26,34,33,1.58,0,0,0,4,260,1022,0.3,13,0,5,5,0,0,0,2023,4500.0,0.14,6000.0,1.0,1500.0,4.140846275377147,983
17,장재영,키움,5.53,23,1,5,0,0,0.167,71.0,0.6,63,66,8,67,46,44,1.8,0,0,2,0,339,1438,0.243,15,0,2,4,0,8,2,2023,3200.0,0.85,4000.0,4.0,800.0,4.140846275377147,983
19,김선기,키움,5.98,17,1,3,1,0,0.25,43.0,0.6,56,15,1,29,37,29,1.63,0,0,1,0,200,753,0.309,16,2,2,1,0,0,1,2023,7300.0,-0.48,7000.0,3.0,-300.0,4.140846275377147,983
24,김동혁,키움,7.32,35,1,7,0,6,0.125,39.0,0.3,51,18,6,24,34,32,1.75,0,0,0,1,192,718,0.313,9,3,4,1,0,0,2,2023,6500.0,-0.46,6000.0,3.0,-500.0,4.140846275377147,983
2,백승현,LG,1.58,42,2,0,3,11,1.0,40.0,28.0,2,18,0,30,7,7,1.15,0,0,0,1,162,648,0.197,4,0,2,0,1,1,0,2023,4600.0,2.02,9200.0,3.0,4600.0,4.140846275377147,966
3,함덕주,LG,1.62,57,4,0,4,16,1.0,55.0,0.6,32,22,2,59,12,10,0.97,0,0,0,0,222,910,0.165,9,1,4,0,1,0,0,2023,10000.0,2.35,20000.0,1.0,10000.0,4.140846275377147,966
4,김진성,LG,2.18,80,5,1,4,21,0.833,70.0,0.3,41,26,0,69,17,17,0.95,0,0,0,2,270,1105,0.174,5,1,6,3,0,0,0,2023,20000.0,2.03,20000.0,1.0,0.0,4.140846275377147,966
11,임찬규,LG,3.42,30,14,3,0,1,0.824,144.0,0.6,142,54,5,103,63,55,1.35,0,0,7,0,632,2458,0.252,22,2,7,3,1,1,1,2023,17000.0,3.4,20000.0,0.0,3000.0,4.140846275377147,966
12,유영찬,LG,3.44,67,6,3,1,12,0.667,68.0,55.0,4,40,7,55,27,26,1.4,0,0,0,2,305,1134,0.22,14,1,4,4,2,8,0,2023,3100.0,1.05,8500.0,1.0,5400.0,4.140846275377147,966
13,이우찬,LG,3.52,38,1,3,0,5,0.25,38.0,0.3,35,18,2,30,15,15,1.38,0,0,0,0,157,608,0.261,4,0,1,2,0,2,1,2023,12000.0,0.78,12500.0,3.0,500.0,4.140846275377147,966
16,켈리,LG,3.83,30,10,7,0,0,0.588,178.0,0.6,183,39,6,129,87,76,1.24,0,0,18,0,746,2743,0.266,31,3,6,7,1,6,0,2023,105000.0,3.41,80000.0,0.0,-25000.0,4.140846275377147,966
17,이지강,LG,3.97,22,2,5,0,2,0.286,68.0,60.0,4,28,9,38,45,30,1.29,0,0,1,0,299,1196,0.233,9,0,2,2,0,3,0,2023,3600.0,0.17,6800.0,4.0,3200.0,4.140846275377147,966
19,김윤식,LG,4.22,17,6,4,0,0,0.6,74.0,0.6,86,25,3,42,35,35,1.49,0,0,2,0,320,1192,0.301,13,2,3,3,0,4,0,2023,15000.0,1.48,12000.0,4.0,-3000.0,4.140846275377147,966
20,최원태,LG,4.3,26,9,7,0,0,0.563,146.0,0.6,149,46,7,118,73,70,1.33,0,0,13,0,632,2352,0.265,17,1,10,7,2,6,0,2023,35000.0,3.2,40000.0,0.0,5000.0,4.140846275377147,966
21,정우영,LG,4.7,60,5,6,0,11,0.455,51.0,0.6,63,17,15,41,39,27,1.55,0,0,0,2,245,936,0.297,11,0,1,0,1,2,1,2023,40000.0,-0.74,32000.0,1.0,-8000.0,4.140846275377147,966
23,박명근,LG,5.08,57,4,3,5,9,0.571,51.0,0.3,49,28,6,40,31,29,1.5,0,0,0,3,236,952,0.249,9,1,1,4,2,1,0,2023,3000.0,-0.31,6500.0,1.0,3500.0,4.140846275377147,966
6,윌커슨,롯데,2.26,13,7,2,0,0,0.778,79.0,0.6,67,20,2,81,28,20,1.09,0,0,11,0,327,1296,0.223,15,2,5,0,0,3,1,2023,25000.0,3.03,60000.0,4.0,35000.0,4.140846275377147,1032
7,최준용,롯데,2.45,47,2,3,0,14,0.4,47.0,0.6,50,18,1,40,15,13,1.43,0,0,0,4,210,841,0.266,6,0,2,1,1,1,0,2023,15800.0,1.55,16300.0,3.0,500.0,4.140846275377147,1032
8,김원중,롯데,2.97,63,5,6,30,0,0.455,63.0,0.6,51,25,5,82,24,21,1.19,0,0,0,5,265,1084,0.22,5,3,1,2,3,3,0,2023,25200.0,1.36,50000.0,1.0,24800.0,4.140846275377147,1032
10,김상수,롯데,3.12,67,4,2,1,18,0.667,52.0,45.0,1,21,3,36,22,18,1.27,0,0,0,3,218,905,0.238,7,1,3,2,0,1,0,2023,11000.0,1.58,16000.0,1.0,5000.0,4.140846275377147,1032
11,반즈,롯데,3.28,30,11,10,0,0,0.524,170.0,0.3,171,56,15,147,68,62,1.33,0,0,18,0,734,2757,0.263,34,1,9,5,1,7,0,2023,85000.0,5.74,85000.0,0.0,0.0,4.140846275377147,1032
13,박세웅,롯데,3.45,27,9,7,0,0,0.563,154.0,145.0,8,59,4,129,70,59,1.32,0,0,16,0,657,2630,0.248,24,0,6,4,1,10,0,2023,150000.0,4.63,135000.0,0.0,-15000.0,4.140846275377147,1032
14,심재민,롯데,3.78,33,3,1,0,6,0.75,47.0,0.6,57,18,1,29,23,20,1.57,1,0,0,0,218,801,0.297,6,0,4,3,1,1,0,2023,8300.0,1.03,9400.0,3.0,1100.0,4.140846275377147,1032
15,나균안,롯데,3.8,23,6,8,0,0,0.429,130.0,0.3,140,42,5,114,61,55,1.4,0,0,12,0,569,2208,0.276,27,3,6,9,1,6,0,2023,10900.0,3.4,17000.0,2.0,6100.0,4.140846275377147,1032
16,구승민,롯데,3.96,67,2,6,3,22,0.25,63.0,0.6,65,29,5,66,32,28,1.48,0,0,0,5,289,1169,0.264,8,0,8,1,0,2,0,2023,24860.0,0.9,45000.0,4.0,20140.0,4.140846275377147,1032
21,한현희,롯데,5.45,38,6,12,0,3,0.333,104.0,123.0,11,44,11,74,69,63,1.61,0,0,5,1,476,1927,0.297,20,4,2,5,1,6,0,2023,20000.0,0.95,30000.0,2.0,10000.0,4.140846275377147,1032
24,김진욱,롯데,6.44,50,2,1,0,8,0.667,36.0,0.3,37,29,2,35,27,26,1.82,0,0,0,0,177,746,0.262,6,1,3,2,0,3,0,2023,5600.0,-0.07,6000.0,3.0,400.0,4.140846275377147,1032
25,이인복,롯데,6.48,10,1,4,0,0,0.2,33.0,0.3,54,10,5,15,32,24,1.92,0,0,0,0,168,636,0.38,7,3,5,6,1,4,0,2023,14500.0,-0.27,10000.0,3.0,-4500.0,4.140846275377147,1032
4,류진욱,NC,2.15,70,1,4,0,22,0.2,67.0,41.0,1,32,1,62,19,16,1.09,0,0,0,1,268,1083,0.18,2,2,4,3,1,5,0,2023,7500.0,2.36,16500.0,1.0,9000.0,4.140846275377147,1005
9,김영규,NC,3.06,63,2,4,0,24,0.333,61.0,0.6,45,23,1,48,22,21,1.1,0,0,0,2,247,916,0.205,6,5,2,1,1,5,2,2023,14000.0,1.06,22500.0,1.0,8500.0,4.140846275377147,1005
10,신민혁,NC,3.98,29,5,5,0,0,0.5,122.0,122.0,14,25,6,97,63,54,1.2,0,0,5,0,519,2140,0.256,27,2,5,6,0,3,0,2023,13500.0,1.91,18000.0,2.0,4500.0,4.140846275377147,1005
12,이용찬,NC,4.13,60,4,4,29,0,0.5,61.0,53.0,5,19,3,51,28,28,1.18,0,0,0,6,254,959,0.233,6,1,4,1,1,4,0,2023,40000.0,0.72,40000.0,1.0,0.0,4.140846275377147,1005
13,이용준,NC,4.3,24,3,4,0,0,0.429,67.0,60.0,5,44,2,50,39,32,1.55,0,0,1,0,304,1278,0.239,11,0,2,5,0,1,0,2023,3500.0,0.36,6700.0,4.0,3200.0,4.140846275377147,1005
15,김시훈,NC,4.44,61,4,3,3,12,0.571,52.0,0.6,57,34,1,49,32,26,1.73,0,0,0,3,245,981,0.278,10,1,4,1,0,3,0,2023,9000.0,-0.1,11000.0,1.0,2000.0,4.140846275377147,1005
16,이재학,NC,4.54,15,5,5,0,0,0.5,67.0,0.3,55,33,5,43,36,34,1.31,0,0,5,0,293,1142,0.223,5,2,5,3,0,7,0,2023,20000.0,1.16,20000.0,1.0,0.0,4.140846275377147,1005
19,임정호,NC,4.68,65,4,4,0,15,0.5,50.0,51.0,3,17,4,49,30,26,1.36,0,0,0,4,216,840,0.264,9,1,2,0,0,4,1,2023,9000.0,0.18,13500.0,3.0,4500.0,4.140846275377147,1005
21,송명기,NC,4.83,35,4,9,0,0,0.308,104.0,0.3,106,47,11,65,64,56,1.47,0,0,3,0,474,1871,0.26,15,2,6,2,0,6,0,2023,13000.0,0.86,13500.0,2.0,500.0,4.140846275377147,1005
23,최성영,NC,4.86,18,5,4,0,0,0.556,66.0,0.6,77,32,5,38,37,36,1.64,0,0,1,0,303,1133,0.304,15,2,7,6,0,1,0,2023,7200.0,0.94,8300.0,1.0,1100.0,4.140846275377147,1005
4,원태인,삼성,3.24,26,7,7,0,0,0.5,150.0,157.0,15,34,6,102,61,54,1.27,0,0,17,0,634,2521,0.268,26,1,5,4,2,6,2,2023,35000.0,4.48,43000.0,0.0,8000.0,4.140846275377147,1027
7,오승환,삼성,3.45,58,4,5,30,2,0.444,62.0,0.6,57,15,2,44,26,24,1.15,0,0,0,4,264,1027,0.238,11,1,5,2,1,0,0,2023,140000.0,0.77,40000.0,1.0,-100000.0,4.140846275377147,1027
8,이승현,삼성,3.6,60,4,4,0,14,0.5,60.0,68.0,5,15,0,42,29,24,1.38,0,0,0,1,264,1077,0.278,12,1,3,1,1,2,0,2023,12000.0,0.55,17000.0,1.0,5000.0,4.140846275377147,1027
9,백정현,삼성,3.67,18,7,5,0,0,0.583,100.0,0.6,100,30,0,61,44,41,1.29,0,0,8,0,419,1589,0.264,19,2,7,3,2,5,1,2023,40000.0,3.09,40000.0,4.0,0.0,4.140846275377147,1027
11,이재익,삼성,3.95,51,1,3,0,11,0.25,41.0,46.0,3,17,0,26,19,18,1.54,0,0,0,1,181,696,0.288,5,1,3,1,3,3,0,2023,5700.0,0.29,8200.0,3.0,2500.0,4.140846275377147,1027
13,김대우,삼성,4.5,44,0,2,0,4,0.0,64.0,66.0,7,22,3,49,37,32,1.38,0,0,0,0,277,1083,0.273,9,1,5,5,1,1,0,2023,7000.0,0.29,10000.0,1.0,3000.0,4.140846275377147,1027
17,이승현,삼성,4.98,48,1,5,5,7,0.167,43.0,0.3,41,29,2,37,26,24,1.62,0,0,0,4,199,789,0.252,6,0,4,1,1,2,0,2023,12000.0,0.55,17000.0,3.0,5000.0,4.140846275377147,1027
19,최채흥,삼성,6.68,15,1,7,0,0,0.125,63.0,0.3,90,16,3,33,52,47,1.67,0,0,2,0,295,1167,0.33,13,3,0,3,1,1,1,2023,15000.0,0.21,15000.0,4.0,0.0,4.140846275377147,1027
21,김태훈,삼성,7.11,71,6,7,3,11,0.462,63.0,0.3,74,43,3,40,54,50,1.85,0,0,0,6,306,1161,0.296,18,2,8,2,4,1,0,2023,18000.0,-0.62,17000.0,4.0,-1000.0,4.140846275377147,1027
24,홍정우,삼성,7.5,36,2,3,0,3,0.4,36.0,36.0,5,21,3,22,31,30,1.58,0,0,0,0,166,620,0.259,3,1,3,0,2,2,0,2023,6300.0,-0.33,6000.0,3.0,-300.0,4.140846275377147,1027
5,이건욱,SSG,2.09,27,1,0,0,0,1.0,38.0,0.6,31,25,2,31,13,9,1.45,0,0,0,0,169,716,0.228,7,0,3,3,2,2,0,2023,3100.0,0.6,6100.0,3.0,3000.0,4.140846275377147,1025
6,서진용,SSG,2.59,69,5,4,42,0,0.556,73.0,63.0,3,49,4,64,22,21,1.53,0,0,0,6,325,1259,0.239,6,0,4,4,6,5,0,2023,26500.0,2.84,45000.0,4.0,18500.0,4.140846275377147,1025
8,김광현,SSG,3.53,30,9,8,0,0,0.529,168.0,0.3,163,70,2,119,75,66,1.38,0,0,16,0,713,2798,0.261,30,0,6,10,0,5,0,2023,100000.0,4.48,100000.0,0.0,0.0,4.140846275377147,1025
9,노경은,SSG,3.58,76,9,5,2,30,0.643,83.0,78.0,4,36,4,65,33,33,1.37,0,0,0,7,357,1396,0.253,13,2,7,2,5,8,0,2023,17000.0,1.64,35000.0,4.0,18000.0,4.140846275377147,1025
10,엘리아스,SSG,3.7,22,8,6,0,0,0.571,131.0,0.3,140,33,6,93,58,54,1.32,0,0,12,0,548,2123,0.278,22,1,2,3,1,0,0,2023,54000.0,3.54,65000.0,2.0,11000.0,4.140846275377147,1025
11,최민준,SSG,4.2,53,5,3,1,7,0.625,60.0,75.0,7,19,1,37,29,28,1.57,0,0,0,3,262,1025,0.319,10,2,5,2,1,2,0,2023,13000.0,0.28,14400.0,1.0,1400.0,4.140846275377147,1025
12,고효준,SSG,4.5,73,4,1,0,13,0.8,58.0,49.0,3,42,3,66,31,29,1.57,0,0,0,2,262,1214,0.232,3,0,3,3,0,4,0,2023,8500.0,0.78,15300.0,4.0,6800.0,4.140846275377147,1025
13,백승건,SSG,4.97,25,2,2,0,3,0.5,38.0,41.0,7,17,0,29,24,21,1.53,0,0,0,0,170,656,0.273,5,0,2,1,0,0,0,2023,3000.0,0.3,4600.0,3.0,1600.0,4.140846275377147,1025
14,오원석,SSG,5.23,28,8,10,0,0,0.444,144.0,0.6,158,69,9,88,92,84,1.57,1,0,7,0,648,2564,0.283,22,2,5,7,0,11,0,2023,14000.0,1.64,14000.0,0.0,0.0,4.140846275377147,1025
15,문승원,SSG,5.23,50,5,8,1,9,0.385,105.0,138.0,12,35,6,65,67,61,1.65,0,0,4,2,479,1793,0.319,27,1,4,2,1,3,0,2023,70000.0,0.78,18000.0,2.0,-52000.0,4.140846275377147,1025
16,이로운,SSG,5.62,50,6,1,0,5,0.857,57.0,0.6,67,29,1,52,39,36,1.66,0,0,0,1,268,1107,0.289,13,1,3,3,2,3,0,2023,3000.0,-0.15,7400.0,1.0,4400.0,4.140846275377147,1025
17,송영진,SSG,5.7,17,3,3,0,0,0.5,47.0,0.3,46,31,2,38,35,30,1.63,0,0,1,0,220,871,0.257,9,1,4,4,0,8,2,2023,3000.0,0.08,4500.0,1.0,1500.0,4.140846275377147,1025
20,박종훈,SSG,6.19,18,2,6,0,0,0.25,80.0,77.0,8,60,19,56,57,55,1.71,0,0,4,0,382,1587,0.26,13,1,3,4,0,2,0,2023,50000.0,0.39,110000.0,4.0,60000.0,4.140846275377147,1025
